tweet,sentiment,followers,following,id,topic
I hate this bug! #Broken #FixIt #Politics 160,angry,763,1651,372,Politics
I love this update! #Amazing #Tech #Samsung 852,happy,1,2691,373,Samsung
Market is crashing! #Panic #Crash #Climate 831,fear,1305,507,374,Climate
Scary news coming out. #Fear #Alert #Samsung 958,fear,1216,1812,375,Samsung
Worst experience ever. #Scam #Refund #Climate 175,angry,145,250,376,Climate
This feature is a game changer. #Innovation #Future #Tesla 841,happy,45,2305,377,Tesla
Worst experience ever. #Scam #Refund #Tesla 268,angry,752,1444,378,Tesla
What do you think? #Question #Poll #Tesla 103,neutral,1029,459,379,Tesla
Market is crashing! #Panic #Crash #Crypto 56,fear,614,104,380,Crypto
Finally some good news! #Winning #Happy #Climate 777,happy,1108,902,381,Climate
I am worried about the future. #Uncertainty #Risk #Climate 520,fear,347,838,382,Climate
Interesting article. #Read #Info #Politics 109,neutral,130,1898,383,Politics
Finally some good news! #Winning #Happy #Crypto 487,happy,249,346,384,Crypto
I love this update! #Amazing #Tech #Samsung 622,happy,1044,562,385,Samsung
What do you think? #Question #Poll #Crypto 268,neutral,1867,1442,386,Crypto
I love this update! #Amazing #Tech #Tesla 179,happy,33,1937,387,Tesla
What do you think? #Question #Poll #Tesla 195,neutral,1854,946,388,Tesla
I love this update! #Amazing #Tech #Apple 541,happy,151,1229,389,Apple
Is my data safe? #Privacy #Hack #Politics 967,fear,252,1059,390,Politics
I hate this bug! #Broken #FixIt #Apple 574,angry,164,966,391,Apple
Just checking in. #Update #News #Samsung 294,neutral,1487,759,392,Samsung
Best purchase ever. #Recommended #LoveIt #Apple 324,happy,2,4946,393,Apple
I am worried about the future. #Uncertainty #Risk #Tesla 189,fear,150,1807,394,Tesla
Market is crashing! #Panic #Crash #Climate 87,fear,44,1846,395,Climate
Worst experience ever. #Scam #Refund #Climate 255,angry,839,768,396,Climate
Link in bio. #Link #Profile #Climate 173,neutral,40,2902,397,Climate
Interesting article. #Read #Info #Apple 907,neutral,29,3757,398,Apple
Best purchase ever. #Recommended #LoveIt #Tesla 74,happy,1203,1976,399,Tesla
Scary news coming out. #Fear #Alert #Climate 249,fear,17,3070,400,Climate
I hate this bug! #Broken #FixIt #Tesla 876,angry,1932,164,401,Tesla
Unacceptable behavior. #Boycott #Mad #Politics 46,angry,1341,1254,402,Politics
What do you think? #Question #Poll #Politics 883,neutral,287,1391,403,Politics
Unacceptable behavior. #Boycott #Mad #Crypto 247,angry,787,1380,404,Crypto
Finally some good news! #Winning #Happy #Climate 953,happy,1466,558,405,Climate
Unacceptable behavior. #Boycott #Mad #Climate 791,angry,222,200,406,Climate
Scary news coming out. #Fear #Alert #Climate 11,fear,11,4377,407,Climate
Best purchase ever. #Recommended #LoveIt #Apple 889,happy,36,1632,408,Apple
This is terrible service. #Fail #Angry #Politics 738,angry,545,636,409,Politics
Link in bio. #Link #Profile #Tesla 156,neutral,852,1622,410,Tesla
Finally some good news! #Winning #Happy #Politics 540,angry,45,3369,411,Politics
I am worried about the future. #Uncertainty #Risk #Apple 800,fear,2,2395,412,Apple
Finally some good news! #Winning #Happy #Samsung 202,happy,21,4877,413,Samsung
This is terrible service. #Fail #Angry #Politics 172,angry,1717,1826,414,Politics
Link in bio. #Link #Profile #Crypto 339,neutral,1480,739,415,Crypto
This is terrible service. #Fail #Angry #Tesla 501,angry,1247,1254,416,Tesla
I am worried about the future. #Uncertainty #Risk #Politics 767,fear,1831,1525,417,Politics
Unacceptable behavior. #Boycott #Mad #Tesla 173,angry,4,4613,418,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 197,happy,112,1960,419,Samsung
Just checking in. #Update #News #Climate 514,neutral,0,3363,420,Climate
Interesting article. #Read #Info #Climate 393,neutral,6,3559,421,Climate
Worst experience ever. #Scam #Refund #Apple 783,angry,344,141,422,Apple
Is my data safe? #Privacy #Hack #Apple 857,fear,931,105,423,Apple
Interesting article. #Read #Info #Tesla 947,neutral,762,1459,424,Tesla
Link in bio. #Link #Profile #Climate 170,neutral,1206,588,425,Climate
I am worried about the future. #Uncertainty #Risk #Climate 387,fear,259,1807,426,Climate
This feature is a game changer. #Innovation #Future #Tesla 16,happy,41,4448,427,Tesla
I hate this bug! #Broken #FixIt #Crypto 722,angry,1210,1326,428,Crypto
Scary news coming out. #Fear #Alert #Crypto 654,fear,1696,1211,429,Crypto
Link in bio. #Link #Profile #Samsung 347,neutral,624,1090,430,Samsung
This is terrible service. #Fail #Angry #Climate 705,angry,17,2459,431,Climate
Just checking in. #Update #News #Samsung 41,angry,21,3809,432,Samsung
Best purchase ever. #Recommended #LoveIt #Climate 937,happy,1483,1656,433,Climate
What do you think? #Question #Poll #Apple 605,neutral,668,1093,434,Apple
Just checking in. #Update #News #Apple 986,neutral,1566,1143,435,Apple
Best purchase ever. #Recommended #LoveIt #Samsung 471,happy,842,1027,436,Samsung
Best purchase ever. #Recommended #LoveIt #Politics 960,happy,1531,1930,437,Politics
This feature is a game changer. #Innovation #Future #Apple 913,happy,1927,138,438,Apple
This feature is a game changer. #Innovation #Future #Apple 260,happy,595,1292,439,Apple
Unacceptable behavior. #Boycott #Mad #Crypto 202,angry,1360,250,440,Crypto
What do you think? #Question #Poll #Samsung 153,neutral,1758,1496,441,Samsung
Best purchase ever. #Recommended #LoveIt #Samsung 705,happy,697,1572,442,Samsung
I love this update! #Amazing #Tech #Samsung 532,happy,24,1521,443,Samsung
What do you think? #Question #Poll #Apple 490,angry,15,2366,444,Apple
Link in bio. #Link #Profile #Crypto 822,neutral,258,1221,445,Crypto
Finally some good news! #Winning #Happy #Climate 918,happy,1856,781,446,Climate
I love this update! #Amazing #Tech #Tesla 932,angry,1,2089,447,Tesla
This is terrible service. #Fail #Angry #Politics 888,angry,1142,138,448,Politics
Just checking in. #Update #News #Climate 685,angry,36,1443,449,Climate
Unacceptable behavior. #Boycott #Mad #Climate 859,angry,31,1256,450,Climate
Best purchase ever. #Recommended #LoveIt #Apple 854,happy,307,1875,451,Apple
Best purchase ever. #Recommended #LoveIt #Apple 701,happy,732,1673,452,Apple
Unacceptable behavior. #Boycott #Mad #Samsung 848,angry,559,1629,453,Samsung
I hate this bug! #Broken #FixIt #Tesla 227,angry,918,1154,454,Tesla
Worst experience ever. #Scam #Refund #Samsung 299,angry,1906,1572,455,Samsung
Unacceptable behavior. #Boycott #Mad #Climate 132,angry,1529,751,456,Climate
Is my data safe? #Privacy #Hack #Climate 315,fear,18,3441,457,Climate
Scary news coming out. #Fear #Alert #Tesla 714,fear,1556,1144,458,Tesla
Interesting article. #Read #Info #Samsung 245,neutral,893,488,459,Samsung
Interesting article. #Read #Info #Crypto 803,neutral,460,1443,460,Crypto
Is my data safe? #Privacy #Hack #Apple 952,angry,14,4044,461,Apple
Market is crashing! #Panic #Crash #Apple 849,fear,352,213,462,Apple
This feature is a game changer. #Innovation #Future #Samsung 85,happy,829,1695,463,Samsung
Market is crashing! #Panic #Crash #Samsung 594,fear,653,1110,464,Samsung
Scary news coming out. #Fear #Alert #Tesla 165,fear,676,1859,465,Tesla
Unacceptable behavior. #Boycott #Mad #Apple 19,angry,655,351,466,Apple
What do you think? #Question #Poll #Samsung 774,angry,34,2405,467,Samsung
Just checking in. #Update #News #Crypto 821,neutral,450,1743,468,Crypto
This feature is a game changer. #Innovation #Future #Climate 819,happy,1328,1045,469,Climate
Unacceptable behavior. #Boycott #Mad #Samsung 925,angry,1628,1296,470,Samsung
Finally some good news! #Winning #Happy #Climate 153,happy,833,1752,471,Climate
Link in bio. #Link #Profile #Politics 119,angry,36,3549,472,Politics
Link in bio. #Link #Profile #Samsung 905,neutral,28,2733,473,Samsung
This is terrible service. #Fail #Angry #Politics 660,angry,139,1175,474,Politics
I hate this bug! #Broken #FixIt #Samsung 192,angry,11,1074,475,Samsung
Is my data safe? #Privacy #Hack #Apple 78,fear,1479,1194,476,Apple
I hate this bug! #Broken #FixIt #Crypto 213,angry,0,3653,477,Crypto
I am worried about the future. #Uncertainty #Risk #Samsung 662,fear,1432,390,478,Samsung
What do you think? #Question #Poll #Apple 465,neutral,270,791,479,Apple
Scary news coming out. #Fear #Alert #Samsung 519,fear,1688,1020,480,Samsung
Scary news coming out. #Fear #Alert #Tesla 41,fear,1951,1957,481,Tesla
I am worried about the future. #Uncertainty #Risk #Tesla 251,angry,35,3243,482,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 286,happy,1287,1686,483,Samsung
This is terrible service. #Fail #Angry #Crypto 156,angry,1730,1085,484,Crypto
This feature is a game changer. #Innovation #Future #Climate 957,angry,48,3929,485,Climate
This feature is a game changer. #Innovation #Future #Apple 606,happy,798,580,486,Apple
Market is crashing! #Panic #Crash #Tesla 418,fear,646,1793,487,Tesla
Is my data safe? #Privacy #Hack #Tesla 360,fear,1692,1341,488,Tesla
Is my data safe? #Privacy #Hack #Samsung 722,fear,148,744,489,Samsung
I am worried about the future. #Uncertainty #Risk #Politics 222,fear,23,3986,490,Politics
Finally some good news! #Winning #Happy #Tesla 992,happy,160,448,491,Tesla
Market is crashing! #Panic #Crash #Climate 14,angry,47,1710,492,Climate
This is terrible service. #Fail #Angry #Crypto 787,angry,15,3142,493,Crypto
Interesting article. #Read #Info #Climate 832,neutral,305,1209,494,Climate
Best purchase ever. #Recommended #LoveIt #Politics 482,angry,28,3140,495,Politics
This feature is a game changer. #Innovation #Future #Climate 779,happy,1349,1713,496,Climate
Market is crashing! #Panic #Crash #Climate 488,fear,1952,214,497,Climate
What do you think? #Question #Poll #Climate 386,neutral,757,1638,498,Climate
This is terrible service. #Fail #Angry #Crypto 379,angry,1508,1780,499,Crypto
Scary news coming out. #Fear #Alert #Apple 311,fear,36,4327,500,Apple
I am worried about the future. #Uncertainty #Risk #Tesla 486,fear,852,922,501,Tesla
Unacceptable behavior. #Boycott #Mad #Tesla 699,angry,641,1287,502,Tesla
I hate this bug! #Broken #FixIt #Climate 754,angry,48,3137,503,Climate
Is my data safe? #Privacy #Hack #Tesla 156,fear,44,2993,504,Tesla
This is terrible service. #Fail #Angry #Samsung 367,angry,2,2910,505,Samsung
Scary news coming out. #Fear #Alert #Politics 474,fear,1414,511,506,Politics
Is my data safe? #Privacy #Hack #Politics 577,fear,751,1129,507,Politics
I love this update! #Amazing #Tech #Crypto 296,angry,24,3308,508,Crypto
I am worried about the future. #Uncertainty #Risk #Tesla 79,fear,33,2175,509,Tesla
Just checking in. #Update #News #Crypto 56,neutral,1407,1995,510,Crypto
I hate this bug! #Broken #FixIt #Apple 684,angry,10,4071,511,Apple
I am worried about the future. #Uncertainty #Risk #Politics 291,fear,49,4109,512,Politics
Link in bio. #Link #Profile #Tesla 397,neutral,835,1697,513,Tesla
Interesting article. #Read #Info #Crypto 691,neutral,1013,1037,514,Crypto
This feature is a game changer. #Innovation #Future #Tesla 98,happy,1377,1938,515,Tesla
Finally some good news! #Winning #Happy #Politics 196,happy,1048,663,516,Politics
This feature is a game changer. #Innovation #Future #Samsung 802,happy,1824,731,517,Samsung
Link in bio. #Link #Profile #Climate 463,neutral,1504,843,518,Climate
Worst experience ever. #Scam #Refund #Samsung 467,angry,555,1442,519,Samsung
Best purchase ever. #Recommended #LoveIt #Crypto 150,happy,1587,393,520,Crypto
Scary news coming out. #Fear #Alert #Tesla 83,fear,548,1027,521,Tesla
I hate this bug! #Broken #FixIt #Climate 141,angry,15,4462,522,Climate
I am worried about the future. #Uncertainty #Risk #Samsung 233,fear,46,2936,523,Samsung
This feature is a game changer. #Innovation #Future #Politics 644,happy,565,1512,524,Politics
What do you think? #Question #Poll #Crypto 752,neutral,316,1512,525,Crypto
This is terrible service. #Fail #Angry #Tesla 965,angry,1215,1568,526,Tesla
Worst experience ever. #Scam #Refund #Crypto 222,angry,932,1683,527,Crypto
Scary news coming out. #Fear #Alert #Tesla 485,fear,1339,1320,528,Tesla
Scary news coming out. #Fear #Alert #Tesla 566,fear,880,1770,529,Tesla
This feature is a game changer. #Innovation #Future #Politics 79,happy,847,283,530,Politics
Best purchase ever. #Recommended #LoveIt #Apple 724,angry,2,3805,531,Apple
Is my data safe? #Privacy #Hack #Apple 95,fear,904,1396,532,Apple
Scary news coming out. #Fear #Alert #Samsung 466,fear,909,439,533,Samsung
Unacceptable behavior. #Boycott #Mad #Samsung 964,angry,768,996,534,Samsung
Best purchase ever. #Recommended #LoveIt #Samsung 793,happy,1308,1656,535,Samsung
Scary news coming out. #Fear #Alert #Tesla 776,fear,960,903,536,Tesla
Is my data safe? #Privacy #Hack #Crypto 978,fear,1265,274,537,Crypto
This is terrible service. #Fail #Angry #Politics 880,angry,44,3155,538,Politics
Worst experience ever. #Scam #Refund #Apple 940,angry,1220,709,539,Apple
Market is crashing! #Panic #Crash #Samsung 539,fear,698,272,540,Samsung
This feature is a game changer. #Innovation #Future #Apple 950,happy,345,192,541,Apple
Market is crashing! #Panic #Crash #Samsung 773,fear,350,608,542,Samsung
Unacceptable behavior. #Boycott #Mad #Apple 273,angry,1649,1953,543,Apple
I love this update! #Amazing #Tech #Apple 842,happy,569,1615,544,Apple
Link in bio. #Link #Profile #Climate 594,neutral,701,1322,545,Climate
I hate this bug! #Broken #FixIt #Apple 723,angry,411,1977,546,Apple
Unacceptable behavior. #Boycott #Mad #Climate 727,angry,1518,596,547,Climate
Unacceptable behavior. #Boycott #Mad #Samsung 766,angry,1500,1494,548,Samsung
What do you think? #Question #Poll #Climate 277,neutral,1733,510,549,Climate
Interesting article. #Read #Info #Crypto 719,neutral,28,1401,550,Crypto
Link in bio. #Link #Profile #Tesla 33,neutral,24,2875,551,Tesla
Scary news coming out. #Fear #Alert #Climate 873,fear,49,3198,552,Climate
This feature is a game changer. #Innovation #Future #Climate 657,angry,34,2306,553,Climate
Worst experience ever. #Scam #Refund #Politics 361,angry,507,141,554,Politics
Unacceptable behavior. #Boycott #Mad #Samsung 869,angry,1575,605,555,Samsung
Interesting article. #Read #Info #Tesla 619,neutral,2,2102,556,Tesla
Interesting article. #Read #Info #Tesla 976,neutral,1479,1439,557,Tesla
Market is crashing! #Panic #Crash #Politics 290,angry,33,3297,558,Politics
This is terrible service. #Fail #Angry #Climate 707,angry,1530,1138,559,Climate
Scary news coming out. #Fear #Alert #Tesla 253,fear,19,2920,560,Tesla
What do you think? #Question #Poll #Crypto 581,neutral,660,153,561,Crypto
Scary news coming out. #Fear #Alert #Crypto 642,fear,30,1110,562,Crypto
This feature is a game changer. #Innovation #Future #Tesla 928,happy,1865,1782,563,Tesla
Best purchase ever. #Recommended #LoveIt #Apple 1,angry,48,2146,564,Apple
Best purchase ever. #Recommended #LoveIt #Samsung 107,happy,296,1689,565,Samsung
Link in bio. #Link #Profile #Crypto 701,angry,6,1800,566,Crypto
I hate this bug! #Broken #FixIt #Apple 286,angry,8,3869,567,Apple
I am worried about the future. #Uncertainty #Risk #Climate 922,fear,26,3027,568,Climate
Unacceptable behavior. #Boycott #Mad #Politics 179,angry,29,2788,569,Politics
Just checking in. #Update #News #Climate 715,neutral,581,1535,570,Climate
Market is crashing! #Panic #Crash #Tesla 386,fear,206,651,571,Tesla
I hate this bug! #Broken #FixIt #Tesla 35,angry,33,2512,572,Tesla
Best purchase ever. #Recommended #LoveIt #Apple 391,happy,355,1830,573,Apple
Worst experience ever. #Scam #Refund #Apple 13,angry,1876,921,574,Apple
This is terrible service. #Fail #Angry #Climate 768,angry,122,1866,575,Climate
Best purchase ever. #Recommended #LoveIt #Crypto 237,happy,1558,1463,576,Crypto
Just checking in. #Update #News #Samsung 667,neutral,1249,1575,577,Samsung
Just checking in. #Update #News #Crypto 636,neutral,1088,831,578,Crypto
I love this update! #Amazing #Tech #Apple 610,happy,1268,638,579,Apple
Just checking in. #Update #News #Crypto 293,neutral,1078,966,580,Crypto
Best purchase ever. #Recommended #LoveIt #Tesla 954,happy,842,509,581,Tesla
I love this update! #Amazing #Tech #Climate 941,happy,1225,456,582,Climate
Interesting article. #Read #Info #Climate 240,neutral,751,1333,583,Climate
Best purchase ever. #Recommended #LoveIt #Samsung 229,happy,197,1548,584,Samsung
I hate this bug! #Broken #FixIt #Climate 944,angry,1333,770,585,Climate
Interesting article. #Read #Info #Climate 936,neutral,1463,1285,586,Climate
